"Antwort ID","Datum Abgeschickt","Letzte Seite","Start-Sprache","Zufallsstartwert","Datum gestartet","Datum letzte Aktivität","Weiterleitungs-URL","Welche der folgenden Kategorien trifft auf dich zu?","Welcher Fakultät gehörst du an?","Welcher Fakultät gehörst du an? [Sonstiges]","Studierst du im Rahmen eines Austauschprogramms an der Hochschule Reutlingen?","Bist du älter als 26 Jahre?","Wie bewertest du deinen Wissensstand zum Deutschlandticket?","Wie bewertest du deinen Wissensstand zum Vollsolidarmodell an Hochschulen?","Welche Verkehrsmittel nutzt du aktuell am meisten, um zur Hochschule zu kommen?  [Rank 1]","Welche Verkehrsmittel nutzt du aktuell am meisten, um zur Hochschule zu kommen?  [Rank 2]","Welche Verkehrsmittel nutzt du aktuell am meisten, um zur Hochschule zu kommen?  [Rank 3]","Wie häufig nutzt du aktuell den Öffentlichen Nahverkehr, um zur Hochschule zu kommen?","Wie häufig nutzt du den Öffentlichen Nahverkehr ansonsten?","Wie viel gibst du aktuell pro Monat für deine Mobilität aus? [Ausgaben in Euro]","Wie weit von der Hochschule entfernt wohnst du circa? [Abstand in Kilometern]","Wie lange brauchst du in der Regel zur Hochschule? [Dauer in Minuten]","Hast du aktuell eines der folgenden Tickets?","Hast du aktuell eines der folgenden Tickets? [Sonstiges]","Wie wichtig ist dir die Klimafreundlichkeit der von dir genutzten Verkehrsmittel?","Wie stehst du zur Einführung des Deutschlandtickets im Vollsolidarmodell an der Hochschule Reutlingen?","Hältst du den genannten Betrag von 29,40€ pro Monat (180€ pro Semester) für angemessen?  Info: Aktuell zahlst du bereits circa 30€ pro Semester als Teilsolidarbeitrag in deinem Semesterbeitrag - unabhängig davon, ob du ein Ticket nutzt! ","Welchen Betrag findest du angemessen? [Betrag pro Semester in Euro]","Wie fair findest du, dass alle den Beitrag zahlen - auch, wenn sie das Ticket nicht nutzen?","Erwartest du, dass das Deutschlandticket im Vollsolidarmodell deine Nutzung des Öffentlichen Nahverkehrs verändern würde?","Welche Alternativen zum Deutschlandticket im Vollsolidarmodell würdest du vorschlagen?","Gesamtzeit","Gruppenzeit: Fragen zur Person","Fragenzeit: G01Q01","Fragenzeit: G01Q02","Fragenzeit: G01Q03","Fragenzeit: G01Q04","Gruppenzeit: Allgemeiner Wissensstand zum Deutschlandticket im Vollsolidarmodel","Fragenzeit: G02Q01","Fragenzeit: G02Q02","Gruppenzeit: Aktuelle Mobilität / Nutzung von Verkehrsmitteln","Fragenzeit: G04Q01","Fragenzeit: G04Q02","Fragenzeit: G04Q03","Fragenzeit: G04Q04","Fragenzeit: G04Q05","Fragenzeit: G04Q06","Fragenzeit: G04Q07","Gruppenzeit: Einstellung zu Klimafreundlichkeit im Verkehr","Fragenzeit: G05Q01","Gruppenzeit: Informierte Stellung zum Deutschlandticket im Vollsolidarmodell an der Hochschule Reutlingen","Fragenzeit: G03Q01","Gruppenzeit: Einstellung zu genannten Konditionen","Fragenzeit: G06Q01","Fragenzeit: G06Q02","Fragenzeit: G06Q03","Gruppenzeit: Auswirkung auf Teilnehmer","Fragenzeit: G07Q01","Gruppenzeit: Alternativen","Fragenzeit: G08Q01"
"145","2024-06-20 23:04:06","8","de","375202245","2024-06-20 22:59:20","2024-06-20 23:04:06",,"Student:in","ESB","","Nein","Nein","Eher gut","Sehr schlecht","Auto","Fahrgemeinschaft","Bus und Bahn","Nie","Weniger als einmal pro Woche","110","15","15","Ich habe kein vergleichbares Ticket","","Eher wichtig","Eher positiv","Nein","90","Eher unfair","Gar nicht","","289.65","18.23",,,,,"20.57",,,"73.22",,,,,,,,"13.93",,"81.23",,"59.61",,,,"14.88",,"7.98",
"146","2024-06-20 23:06:52","8","de","615320199","2024-06-20 23:04:29","2024-06-20 23:06:52",,"Student:in","ESB","","Nein","Nein","Eher gut","Eher schlecht","Auto","","","Nie","Nie","200","6","15","Ich habe kein vergleichbares Ticket","","Eher wichtig","Eher ablehnend","Nein","0","Sehr unfair","Etwas","Inflation senken und Öffentlichen Nahverkehr ausbauen","145.64","10.1",,,,,"14.82",,,"43.87",,,,,,,,"6.31",,"9.91",,"37.23",,,,"7.62",,"15.78",
"147",,"1","de","1655524453","2024-06-20 23:11:42","2024-06-20 23:11:56",,"Student:in","ESB","","Nein","Nein",,,,,,,,,,,,,,,"N/A",,,,,"14.89","14.89",,,,,,,,,,,,,,,,,,,,,,,,,,,
"148","2024-06-20 23:22:42","8","de","1644250115","2024-06-20 23:17:42","2024-06-20 23:22:42",,"Student:in","TEC","","Nein","Nein","Eher gut","Sehr schlecht","Fahrrad","Bus und Bahn","Auto","Mehrmals pro Woche","Mehrmals pro Woche","30","4","20","JugendBW-Ticket","","Sehr wichtig","Eher positiv","Ja",,"Eher fair",,"","302.88","26.19",,,,,"26.4",,,"94.2",,,,,,,,"11.18",,"95.27",,"39.86",,,,,,"9.78",
"149","2024-06-20 23:27:06","8","de","1844502116","2024-06-20 23:23:41","2024-06-20 23:27:06",,"Student:in","ESB","","Nein","Nein","Eher gut","Eher schlecht","Auto","Fahrrad","Bus und Bahn","Weniger als einmal pro Woche","Mehrmals pro Woche","150","2","15","Deutschlandticket","","Sehr wichtig","Eher positiv","Nein","30","Eher fair",,"","208.52","16.36",,,,,"22.29",,,"84.36",,,,,,,,"10.6",,"28.57",,"40.7",,,,,,"5.64",
"150","2024-06-20 23:30:12","8","de","1498759073","2024-06-20 23:25:00","2024-06-20 23:30:12",,"Student:in","ESB","","Nein","Ja","Eher gut","Eher schlecht","Bus und Bahn","Fahrgemeinschaft","","Täglich","Einmal pro Woche","100","50","90","Deutschlandticket","","Sehr wichtig","Eher positiv","Ja",,"Sehr unfair",,"Keine Alternative aber das so machen das man das monatlich zahlen kann und nicht einmalig 180 € 
Mache können sich das in dem Zeitraum nicht leisten ","316.46","21.53",,,,,"34.74",,,"107.9",,,,,,,,"8.45",,"33.47",,"40.42",,,,,,"69.95",
"151",,"0","de","847280982","2024-06-20 23:30:05","2024-06-20 23:30:05",,,,,"N/A","N/A",,,,,,,,,,,,,,,"N/A",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"152",,"5","de","1686243240","2024-06-20 23:31:48","2024-06-20 23:38:22",,"Student:in","TEX","","Nein","Nein","Eher gut","Eher schlecht","Bus und Bahn","Zu Fuß","Fahrgemeinschaft","Täglich","Täglich","50","10","120","Deutschlandticket","","Sehr wichtig","Sehr positiv","N/A",,,,,"396.38","21.67",,,,,"25.36",,,"303.9",,,,,,,,"18.2",,"27.25",,,,,,,,,
"153","2024-06-20 23:35:50","8","de","1901499584","2024-06-20 23:31:53","2024-06-20 23:35:50",,"Student:in","TEX","","Nein","Nein","Eher gut","Sehr schlecht","Zu Fuß","Auto","","Nie","Nie","100","5","15","Ich habe kein vergleichbares Ticket","","Eher wichtig","Sehr positiv","Ja",,"Eher unfair","Etwas","","240","15.25",,,,,"19.82",,,"80.01",,,,,,,,"8.3",,"61.6",,"37.62",,,,"12.49",,"4.91",
"154","2024-06-20 23:39:32","8","de","1072470967","2024-06-20 23:36:06","2024-06-20 23:39:32",,"Student:in","ESB","","Nein","Nein","Eher gut","Eher schlecht","Bus und Bahn","","","Täglich","Täglich","30","30","80","Deutschlandticket","","Eher unwichtig","Sehr positiv","Ja",,"Eher unfair",,"","206.59","18.42",,,,,"11.86",,,"88.23",,,,,,,,"8.95",,"35.96",,"36.02",,,,,,"7.15",
"155","2024-06-20 23:40:47","8","de","94940822","2024-06-20 23:37:49","2024-06-20 23:40:47","https://l.instagram.com/","Student:in","LS","","Nein","Nein","Sehr Gut","Eher gut","Auto","","","Nie","Nie","80","12","10","Ich habe kein vergleichbares Ticket","","Sehr wichtig","Eher positiv","Nein","0","Eher unfair","Etwas","Das man sich das aussuchen kann ","180.32","15.51",,,,,"59.7",,,"46.55",,,,,,,,"5.05",,"6.98",,"27.48",,,,"6.34",,"12.71",
"156","2024-06-20 23:56:11","8","de","1424073143","2024-06-20 23:52:30","2024-06-20 23:56:11",,"Student:in","ESB","","Nein","Nein","Eher gut","Sehr schlecht","Bus und Bahn","Auto","","Täglich","Weniger als einmal pro Woche","40","20","25","Naldo Semesterticket","","Eher wichtig","Eher positiv","Ja",,"Sehr unfair",,"","224.13","12.08",,,,,"10.64",,,"100.58",,,,,,,,"6.24",,"66.81",,"24.95",,,,,,"2.83",
"157","2024-06-20 23:57:08","8","de","1102629422","2024-06-20 23:53:54","2024-06-20 23:57:08","https://l.instagram.com/","Student:in","TEX","","Nein","Nein","Eher gut","Sehr schlecht","Bus und Bahn","","","Täglich","Täglich","50","5","20","Deutschlandticket","","Sehr wichtig","Sehr positiv","Ja",,"Sehr fair",,"Fahrräder, die von eder Hochschule aus für Studierende bereitstehen","195.67","13.5",,,,,"13.37",,,"52.46",,,,,,,,"8.99",,"41.93",,"20.12",,,,,,"45.3",
"158","2024-06-21 00:00:07","8","de","32555294","2024-06-20 23:55:43","2024-06-21 00:00:07",,"Student:in","TEX","","Nein","Ja","Eher gut","Sehr schlecht","Auto","Fahrrad","","Nie","Weniger als einmal pro Woche","200","5","7","Ich habe kein vergleichbares Ticket","","Eher wichtig","Sehr positiv","Ja",,"Sehr unfair","Sehr","","266.3","12.75",,,,,"14.29",,,"117.03",,,,,,,,"7.16",,"53.13",,"41.43",,,,"13.29",,"7.22",
"159","2024-06-21 00:01:51","8","de","2040560619","2024-06-20 23:58:49","2024-06-21 00:01:51",,"Student:in","ESB","","Nein","Nein","Eher schlecht","Sehr schlecht","Bus und Bahn","Auto","Zu Fuß","Mehrmals pro Woche","Mehrmals pro Woche","70","65","120","Deutschlandticket","","Sehr wichtig","Sehr positiv","Ja",,"Sehr fair",,"","183.54","10.96",,,,,"16.91",,,"88.5",,,,,,,,"4.02",,"39.69",,"18.35",,,,,,"5.11",
"160","2024-06-21 00:09:32","8","de","706241972","2024-06-21 00:00:05","2024-06-21 00:09:32",,"Student:in","TEX","","Nein","Nein","Eher gut","Eher gut","Fahrrad","Auto","Bus und Bahn","Weniger als einmal pro Woche","Weniger als einmal pro Woche","285","3.5","10","Ich habe kein vergleichbares Ticket","","Sehr wichtig","Sehr positiv","Ja",,"Sehr fair","Sehr","Bei aktueller Preisstruktur würde ich auf die Option im ganzen naldogebiet rumfahren zu können verzichten, wenn ich tagsüber damit zur Hochschule käme.","569.79","19.77",,,,,"14.86",,,"206.92",,,,,,,,"5.62",,"23.13",,"13.02",,,,"32.85",,"253.62",
"161","2024-06-21 00:08:26","8","de","1404729322","2024-06-21 00:04:27","2024-06-21 00:08:26",,"Student:in","TEX","","Nein","Nein","Eher gut","Eher schlecht","Zu Fuß","","","Nie","Mehrmals pro Woche","25","0.4","7","JugendBW-Ticket","","Eher wichtig","Eher ablehnend","Ja",,"Sehr unfair",,"","241.38","11.69",,,,,"14.89",,,"81.2",,,,,,,,"6.75",,"87.5",,"34.23",,,,,,"5.12",
"162","2024-06-21 00:10:37","8","de","1158097440","2024-06-21 00:08:57","2024-06-21 00:10:37",,"Student:in","ESB","","Nein","Nein","Sehr schlecht","Sehr schlecht","Bus und Bahn","Auto","","Mehrmals pro Woche","Nie","20","15","45","Naldo Semesterticket","","Eher wichtig","Eher positiv","Ja",,"Sehr unfair",,"","101.96","9.92",,,,,"7.96",,,"47.5",,,,,,,,"5.7",,"9.69",,"18.09",,,,,,"3.1",
"163","2024-06-21 00:50:52","8","en","1352051961","2024-06-21 00:45:17","2024-06-21 00:50:52","https://hsrtdeutschlandticket.limesurvey.net/192761","Student:in","ESB","","Nein","Nein","Sehr Gut","Sehr gut","Zu Fuß","","","Nie","Mehrmals pro Woche","50","0","5","Deutschlandticket","","Sehr wichtig","Sehr positiv","Ja",,"Eher fair",,"That you finance a Bike Leasing or something similar ","338.32","19.72",,,,,"16.94",,,"132.64",,,,,,,,"11.74",,"67.81",,"59.34",,,,,,"30.13",
"164","2024-06-21 08:50:55","8","de","1499802267","2024-06-21 01:08:46","2024-06-21 08:50:55",,"Student:in","TEX","","Nein","Nein","Eher gut","Sehr schlecht","Fahrrad","Bus und Bahn","Zu Fuß","Nie","Einmal pro Woche","55","0","2","Deutschlandticket","","Sehr wichtig","Sehr positiv","Ja",,"Sehr fair",,"Keine ist ne tolle Sache, wer es nicht nutzt ist selbst Schuld. ","27730.1","23.9",,,,,"16.27",,,"108.96",,,,,,,,"15.13",,"27441.2",,"35.01",,,,,,"89.67",
"165","2024-06-21 01:52:04","8","de","1041832094","2024-06-21 01:49:50","2024-06-21 01:52:04","https://l.instagram.com/","Student:in","ESB","","Nein","Nein","Sehr Gut","Eher schlecht","Bus und Bahn","Zu Fuß","Fahrgemeinschaft","Weniger als einmal pro Woche","Mehrmals pro Woche","50","2","10","Deutschlandticket","","Sehr wichtig","Sehr positiv","Ja",,"Eher fair",,"","134.47","11.82",,,,,"16.94",,,"60.17",,,,,,,,"5.13",,"19.11",,"18.16",,,,,,"3.14",
"166",,"2","de","1264153718","2024-06-21 03:29:28","2024-06-21 03:29:58","https://l.instagram.com/","Student:in","ESB","","Nein","Nein","Eher gut","Eher schlecht",,,,,,,,,,,,,"N/A",,,,,"30.82","16.73",,,,,"14.09",,,,,,,,,,,,,,,,,,,,,,
"167","2024-06-21 07:02:34","8","de","1028323262","2024-06-21 06:57:00","2024-06-21 07:02:34",,"Student:in","TEX","","Nein","Nein","Eher gut","Sehr schlecht","Bus und Bahn","Fahrgemeinschaft","","Mehrmals pro Woche","Mehrmals pro Woche","30","20","90","Naldo Semesterticket","","Eher unwichtig","Sehr positiv","Ja",,"Eher fair",,"","338.08","13.63",,,,,"28.46",,,"222.03",,,,,,,,"12.57",,"39.68",,"16.87",,,,,,"4.84",
"168","2024-06-21 07:57:29","8","de","1946355306","2024-06-21 07:52:24","2024-06-21 07:57:28",,"Student:in","INF","","Nein","Nein","Sehr Gut","Eher schlecht","Bus und Bahn","","","Täglich","Täglich","60","5","60","Naldo Semesterticket","","Sehr wichtig","Sehr positiv","Ja",,"Eher fair",,"","306.09","128",,,,,"22.69",,,"84.01",,,,,,,,"8.69",,"42.75",,"17.96",,,,,,"1.99",
"169",,"2","de","810561291","2024-06-21 08:01:19","2024-06-21 08:01:48",,"Student:in","INF","","Nein","Nein","Eher gut","Eher schlecht",,,,,,,,,,,,,"N/A",,,,,"30.38","12.45",,,,,"17.93",,,,,,,,,,,,,,,,,,,,,,
"170","2024-06-21 08:23:36","8","de","920710857","2024-06-21 08:19:18","2024-06-21 08:23:36",,"Student:in","TEX","","Nein","Nein","Eher gut","Sehr schlecht","Bus und Bahn","Zu Fuß","Auto","Täglich","Mehrmals pro Woche","30","2","7","JugendBW-Ticket","","Nicht wichtig","Sehr positiv","Ja",,"Sehr unfair",,"JugendBW Ticket ","261.47","17.63",,,,,"19.98",,,"99.48",,,,,,,,"13.86",,"48.44",,"38.83",,,,,,"23.25",
"171","2024-06-21 09:01:58","8","de","1215594819","2024-06-21 08:59:45","2024-06-21 09:01:58",,"Student:in","LS","","Nein","Nein","Eher gut","Eher schlecht","Bus und Bahn","Fahrrad","","Mehrmals pro Woche","Einmal pro Woche","30","5","15","JugendBW-Ticket","","Eher wichtig","Sehr positiv","Ja",,"Sehr fair",,"","135.64","13.54",,,,,"16.17",,,"61.76",,,,,,,,"6.32",,"18.55",,"15.28",,,,,,"4.02",
"172","2024-06-21 09:02:27","8","de","647636178","2024-06-21 08:59:55","2024-06-21 09:02:27",,"Student:in","LS","","Nein","Nein","Eher gut","Sehr schlecht","Zu Fuß","","","Nie","Mehrmals pro Woche","30","0.4","5","JugendBW-Ticket","","Sehr wichtig","Sehr positiv","Ja",,"Eher unfair",,"","155.19","10.85",,,,,"10.61",,,"71.13",,,,,,,,"4.27",,"34.79",,"19.32",,,,,,"4.22",
"173","2024-06-21 09:08:24","8","de","1644287685","2024-06-21 09:02:56","2024-06-21 09:08:24",,"Student:in","ESB","","Nein","Ja","Eher gut","Eher gut","Bus und Bahn","Fahrrad","Zu Fuß","Täglich","Mehrmals pro Woche","105","40","110","Deutschlandticket","","Eher wichtig","Sehr positiv","Ja",,"Sehr fair",,"","330.65","15.68",,,,,"17.79",,,"151.32",,,,,,,,"6.42",,"79.02",,"51.93",,,,,,"8.49",
"174","2024-06-21 09:10:19","8","de","90384267","2024-06-21 09:05:40","2024-06-21 09:10:19","android-app://com.google.android.googlequicksearchbox/","Student:in","INF","","Nein","Ja","Eher schlecht","Sehr schlecht","Auto","Zu Fuß","","Weniger als einmal pro Woche","Weniger als einmal pro Woche","100","2","6","Ich habe kein vergleichbares Ticket","","Eher unwichtig","Eher ablehnend","Nein","60","Eher fair","Gar nicht","Nehmt noch den ICE dazu dann passts","281.83","12.63",,,,,"13.4",,,"58.87",,,,,,,,"8.25",,"72.83",,"65.48",,,,"15.16",,"35.21",
"175","2024-06-21 09:16:18","8","de","2146547730","2024-06-21 09:12:21","2024-06-21 09:16:18","https://l.instagram.com/","Student:in","LS","","Nein","Nein","Eher gut","Eher schlecht","Bus und Bahn","Fahrrad","","Täglich","Täglich","60","4","45","JugendBW-Ticket","","Eher unwichtig","Eher positiv","Ja",,"Eher unfair",,"","239.31","9.44",,,,,"10.12",,,"118.93",,,,,,,,"9.11",,"58.34",,"29.66",,,,,,"3.71",
"176",,"1","de","1837528084","2024-06-21 09:12:28","2024-06-21 09:12:52",,"Student:in","INF","","Nein","Nein",,,,,,,,,,,,,,,"N/A",,,,,"24.36","24.36",,,,,,,,,,,,,,,,,,,,,,,,,,,
"177","2024-06-21 09:21:22","8","de","177812338","2024-06-21 09:18:07","2024-06-21 09:21:22",,"Student:in","TEC","","Nein","Nein","Eher schlecht","Sehr schlecht","Bus und Bahn","Auto","Fahrgemeinschaft","Mehrmals pro Woche","Einmal pro Woche","150","10","40","Naldo Semesterticket","","Eher unwichtig","Eher ablehnend","Nein","25","Eher fair",,"","198.17","10.23",,,,,"16.12",,,"72.64",,,,,,,,"12.63",,"27.39",,"52.9",,,,,,"6.26",
"178","2024-06-21 09:27:59","8","de","156419900","2024-06-21 09:22:15","2024-06-21 09:27:59",,"Student:in","LS","","Nein","Nein","Eher gut","Sehr schlecht","Bus und Bahn","Fahrgemeinschaft","Zu Fuß","Täglich","Mehrmals pro Woche","25","8","35","JugendBW-Ticket","","Eher unwichtig","Sehr ablehnend","Nein","20","Eher fair",,"es einfach so lasse wie es ist","345.71","11.32",,,,,"23.13",,,"204.24",,,,,,,,"10.29",,"56.93",,"27.46",,,,,,"12.34",
"179","2024-06-21 09:29:46","8","de","1489056382","2024-06-21 09:22:35","2024-06-21 09:29:46",,"Student:in","LS","","Nein","Nein","Eher schlecht","Eher schlecht","Fahrrad","Bus und Bahn","Auto","Mehrmals pro Woche","Mehrmals pro Woche","100","2.5","15","JugendBW-Ticket","","Sehr wichtig","Sehr ablehnend","Nein","100","Eher unfair",,"Ich finde die aktuelle Regelung gut, so kann jeder selbst sich für oder gegen ein Ticket entscheiden ","433.89","30.43",,,,,"85.53",,,"139.47",,,,,,,,"5.5",,"73.13",,"59.82",,,,,,"40.01",
"180",,"4","de","1167719166","2024-06-21 09:30:14","2024-06-21 09:31:52",,"Student:in","TEX","","Nein","Nein","Eher schlecht","Eher schlecht","Auto","","","Nie","Nie","20","10","15","Ich habe kein vergleichbares Ticket","","Eher wichtig",,"N/A",,,,,"99.84","14.97",,,,,"15.27",,,"59.86",,,,,,,,"9.74",,,,,,,,,,,
"181","2024-06-21 09:44:27","8","de","422879891","2024-06-21 09:38:53","2024-06-21 09:44:27",,"Student:in","TEC","","Nein","Nein","Eher gut","Sehr schlecht","Auto","","","Nie","Einmal pro Woche","100","5","15","Ich habe kein vergleichbares Ticket","","Eher unwichtig","Eher positiv","Ja",,"Eher fair","Sehr","","336.59","91.61",,,,,"18.45",,,"105.81",,,,,,,,"27.23",,"33.43",,"32.11",,,,"25.25",,"2.7",
"182","2024-06-21 09:44:11","8","de","182447609","2024-06-21 09:38:59","2024-06-21 09:44:11",,"Student:in","TEC","","Nein","Nein","Sehr schlecht","Sehr schlecht","Auto","Fahrgemeinschaft","","Nie","Weniger als einmal pro Woche","90","5","15","Ich habe kein vergleichbares Ticket","","Nicht wichtig","Sehr positiv","Ja",,"Sehr fair","Sehr","","314.11","23.1",,,,,"24.7",,,"92.43",,,,,,,,"67.87",,"66.16",,"14.6",,,,"13",,"12.25",
"183","2024-06-21 09:48:31","8","de","1757354226","2024-06-21 09:43:37","2024-06-21 09:48:31",,"Student:in","TEC","","Nein","Nein","Sehr schlecht","Sehr schlecht","Auto","Zu Fuß","","Nie","Nie","200","0.5","10","Ich habe kein vergleichbares Ticket","","Eher wichtig","Sehr ablehnend","Nein","5","Sehr unfair","Gar nicht","","296.83","15.2",,,,,"15.02",,,"104.72",,,,,,,,"11.42",,"80.68",,"52.74",,,,"12.35",,"4.7",
"184","2024-06-21 09:47:35","8","de","1017723515","2024-06-21 09:44:03","2024-06-21 09:47:35",,"Student:in","TEC","","Nein","Nein","Eher schlecht","Sehr schlecht","Bus und Bahn","Fahrrad","Zu Fuß","Täglich","Täglich","50","10","30","JugendBW-Ticket","","Eher unwichtig","Eher ablehnend","Nein","50","Eher fair",,"","215.23","14.09",,,,,"16.32",,,"72.64",,,,,,,,"9.55",,"49.37",,"49.92",,,,,,"3.34",
"185","2024-06-21 10:05:11","8","de","1796998067","2024-06-21 09:44:31","2024-06-21 10:05:11",,"Student:in","TEC","","Nein","Nein","Eher schlecht","Eher schlecht","Bus und Bahn","","","Mehrmals pro Woche","Weniger als einmal pro Woche","30","5","25","Ich habe kein vergleichbares Ticket","","Eher wichtig","Eher ablehnend","Nein","100","Sehr unfair","Sehr","Baden Württemberg Jugend Ticket ","1243.63","17.64",,,,,"74.7",,,"173.7",,,,,,,,"11.9",,"269.58",,"656.18",,,,"11.81",,"28.12",
"186","2024-06-21 10:05:28","8","de","1122959268","2024-06-21 10:01:28","2024-06-21 10:05:28",,"Student:in","TEX","","Nein","Nein","Eher gut","Eher schlecht","Bus und Bahn","Zu Fuß","Fahrgemeinschaft","Täglich","Täglich","25","4","20","Deutschlandticket","","Eher wichtig","Sehr positiv","Nein","15","Eher fair",,"","243.03","12.83",,,,,"17.43",,,"93.66",,,,,,,,"7.94",,"44.23",,"58.88",,,,,,"8.06",
"187",,"0","de","282230762","2024-06-21 10:04:27","2024-06-21 10:04:27",,,,,"N/A","N/A",,,,,,,,,,,,,,,"N/A",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"188","2024-06-21 10:51:39","8","de","1752547538","2024-06-21 10:46:54","2024-06-21 10:51:39",,"Student:in","INF","","Nein","Nein","Eher gut","Eher schlecht","Zu Fuß","Bus und Bahn","Auto","Einmal pro Woche","Mehrmals pro Woche","80","60","180","JugendBW-Ticket","","Eher wichtig","Sehr positiv","Ja",,"Eher fair",,"Deutschlandticket für alle","287.71","18.6",,,,,"12.84",,,"149.07",,,,,,,,"4.65",,"58.52",,"19.66",,,,,,"24.37",
"189",,"4","de","2088905583","2024-06-21 10:47:44","2024-06-21 10:49:29",,"Student:in","INF","","Nein","Nein","Eher schlecht","Sehr schlecht","Auto","","","Nie","Nie","500","10","10","Naldo Semesterticket","","Nicht wichtig",,"N/A",,,,,"106.76","13.74",,,,,"17.44",,,"66.61",,,,,,,,"8.97",,,,,,,,,,,
"190","2024-06-21 11:03:12","8","de","386062686","2024-06-21 10:59:00","2024-06-21 11:03:12",,"Student:in","ESB","","Nein","Nein","Eher schlecht","Eher schlecht","Fahrrad","Fahrgemeinschaft","Zu Fuß","Nie","Weniger als einmal pro Woche","25","3","10","Naldo Semesterticket","","Sehr wichtig","Sehr ablehnend","Ja",,"Sehr unfair",,"","243.26","13.13",,,,,"28.97",,,"101.88",,,,,,,,"12.35",,"36.07",,"42.99",,,,,,"7.87",
"191",,"1","de","985220945","2024-06-21 11:12:01","2024-06-21 11:12:15","android-app://com.google.android.googlequicksearchbox/","Student:in","ESB","","Nein","Nein",,,,,,,,,,,,,,,"N/A",,,,,"14.58","14.58",,,,,,,,,,,,,,,,,,,,,,,,,,,
"192","2024-06-21 11:17:13","8","de","776957216","2024-06-21 11:13:12","2024-06-21 11:17:13",,"Student:in","LS","","Nein","Nein","Eher gut","Sehr schlecht","Fahrrad","Bus und Bahn","Zu Fuß","Nie","Täglich","50","1","5","JugendBW-Ticket","","Sehr wichtig","Sehr positiv","Ja",,"Sehr unfair",,"Umsonst ","244.3","49.71",,,,,"22.91",,,"108.72",,,,,,,,"7.68",,"14.54",,"26.72",,,,,,"14.02",
"193","2024-06-21 11:16:46","8","de","1030250648","2024-06-21 11:13:14","2024-06-21 11:16:46",,"Student:in","LS","","Nein","Nein","Eher gut","Eher schlecht","Bus und Bahn","Zu Fuß","","Täglich","Mehrmals pro Woche","50","5","30","JugendBW-Ticket","","Sehr wichtig","Sehr positiv","Ja",,"Sehr fair",,"","214.32","41.16",,,,,"25.2",,,"99.1",,,,,,,,"5.45",,"19.45",,"16.9",,,,,,"7.06",
"194","2024-06-21 11:23:44","8","de","1898331140","2024-06-21 11:20:14","2024-06-21 11:23:44",,"Student:in","TEX","","Nein","Nein","Eher gut","Sehr schlecht","Bus und Bahn","Auto","Zu Fuß","Täglich","Täglich","65","5","25","Deutschlandticket","","Eher wichtig","Sehr positiv","Ja",,"Eher fair",,"","212.64","13.35",,,,,"13.67",,,"105.41",,,,,,,,"18",,"12.35",,"37.56",,,,,,"12.3",
"195","2024-06-21 11:56:28","8","de","22836971","2024-06-21 11:50:54","2024-06-21 11:56:28",,"Student:in","TEC","","Nein","Nein","Sehr Gut","Eher gut","Auto","Bus und Bahn","","Nie","Nie","300","10","15","Ich habe kein vergleichbares Ticket","","Eher unwichtig","Eher positiv","Nein","100","Sehr unfair","Etwas","Da jeder für sich selber entscheiden kann welchen Beitrag er zahlen möchte. Es soll nicht Pflicht werden für jeden Student. Viele Studenten fahren mit Autos. Und für dene würde es sich garnicht lohnen. ","337.76","14.81",,,,,"17.8",,,"59.52",,,,,,,,"4.61",,"86.58",,"51.08",,,,"7.7",,"95.66",
"196","2024-06-21 12:00:13","8","de","1857503360","2024-06-21 11:56:03","2024-06-21 12:00:13",,"Student:in","INF","","Nein","Nein","Eher schlecht","Eher schlecht","Auto","","","Nie","Weniger als einmal pro Woche","250","35","35","Ich habe kein vergleichbares Ticket","","Eher wichtig","Sehr ablehnend","Ja",,"Eher fair","Gar nicht","","252.38","25.9",,,,,"12.08",,,"80.93",,,,,,,,"7.3",,"23.51",,"15.32",,,,"84.45",,"2.89",
"197","2024-06-21 12:21:03","8","de","779008698","2024-06-21 12:16:17","2024-06-21 12:21:03",,"Student:in","INF","","Nein","Nein","Sehr Gut","Eher schlecht","Fahrrad","Zu Fuß","Auto","Einmal pro Woche","Täglich","90","2","15","Deutschlandticket","","Eher wichtig","Sehr positiv","Nein","10","Sehr unfair",,"","288.86","32.3",,,,,"13.52",,,"142.2",,,,,,,,"20.41",,"35.79",,"35.36",,,,,,"9.28",
"198","2024-06-21 12:30:02","8","de","1918282353","2024-06-21 12:16:52","2024-06-21 12:30:02","https://l.instagram.com/","Student:in","TEC","","Nein","Ja","Eher schlecht","Sehr schlecht","Auto","Fahrgemeinschaft","","Nie","Weniger als einmal pro Woche","150","20","25","Ich habe kein vergleichbares Ticket","","Eher wichtig","Sehr positiv","Ja",,"Eher fair","Sehr","Erhöhung der Modelle für über 26 Jährige ","794.06","12.27",,,,,"13.64",,,"653.99",,,,,,,,"8.85",,"38.45",,"16.36",,,,"20.94",,"29.56",
